date,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST,foreAdjustFactor,factor,adjustFactor,vwap,code
2005-06-07,841.579,858.092,835.179,837.282,838.997,1306706800.0,7248577634.0,0.011908,1.0,-0.204414,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.547210463739838,SH000300
2005-06-08,848.536,908.829,844.473,905.773,837.282,3290783900.0,17414544247.0,0.029939,1.0,8.180162,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.2919136522455945,SH000300
2005-06-09,907.569,925.365,895.036,912.604,905.773,3314184000.0,17782386004.0,0.030149,1.0,0.754162,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.3655397539786565,SH000300
2005-06-10,911.941,911.941,889.103,894.556,912.604,2239150200.0,12006754528.0,0.02037,1.0,-1.977635,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.362192553228453,SH000300
2005-06-13,894.997,900.18,877.69,892.959,894.556,1562800200.0,7944060172.0,0.014217,1.0,-0.178529,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.08322188082648,SH000300
2005-06-14,895.391,905.415,882.862,883.537,892.959,1434357000.0,7692070462.0,0.013046,1.0,-1.055143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.36273079993335,SH000300
2005-06-15,881.208,881.248,865.136,866.834,883.537,1145405600.0,6272310250.0,0.010418,1.0,-1.89047,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.476060401660337,SH000300
2005-06-16,866.659,879.493,861.827,879.237,866.834,1104968500.0,6115269193.0,0.01005,1.0,1.430841,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.534338031355645,SH000300
2005-06-17,883.605,888.078,876.038,880.345,879.237,1496300900.0,8285455982.0,0.013565,1.0,0.126015,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.537292654171363,SH000300
2005-06-20,881.623,906.482,872.563,906.255,880.345,1899208200.0,10290889580.0,0.017078,1.0,2.943168,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.418515768834612,SH000300
2005-06-21,906.306,906.306,894.386,896.166,906.255,1277478400.0,6890936652.0,0.011487,1.0,-1.113262,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.394170775803333,SH000300
2005-06-22,894.769,901.243,891.926,900.646,896.166,1047813400.0,5882401451.0,0.009407,1.0,0.499905,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.613978071858978,SH000300
2005-06-23,900.059,904.896,892.831,893.572,900.646,950930800.0,5465028353.0,0.008533,1.0,-0.785433,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.747030544178399,SH000300
2005-06-24,892.061,898.67,888.397,898.301,893.572,891873900.0,4732186046.0,0.008002,1.0,0.529225,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.305891388905987,SH000300
2005-06-27,904.209,920.647,904.209,916.043,898.301,1654540200.0,8903493734.0,0.014844,1.0,1.975062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.381249566495876,SH000300
2005-06-28,913.48,913.48,901.207,903.716,916.043,1040221900.0,5536098456.0,0.009324,1.0,-1.345682,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.322036054038086,SH000300
2005-06-29,906.751,907.571,898.084,898.898,903.716,1080674600.0,5751998008.0,0.009617,1.0,-0.533131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.322599428171996,SH000300
2005-06-30,897.102,897.102,876.884,878.686,898.898,1085547200.0,5597946269.0,0.00965,1.0,-2.248535,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.156796746378232,SH000300
2005-07-01,875.935,875.935,858.37,859.494,878.686,1009459700.0,5086726820.0,0.008976,1.0,-2.184165,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0390588351372525,SH000300
2005-07-04,855.317,856.1,842.812,855.932,859.494,884027700.0,4026099534.0,0.007861,1.0,-0.414431,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.554268530273429,SH000300
2005-07-05,853.679,856.738,845.361,849.679,855.932,799268800.0,4529674417.0,0.007091,1.0,-0.730548,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.667272908688541,SH000300
2005-07-06,850.253,854.448,838.609,842.556,849.679,689831400.0,3627265630.0,0.006118,1.0,-0.838315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.258191537816342,SH000300
2005-07-07,841.748,848.022,839.282,844.729,842.556,596246500.0,2901826588.0,0.005283,1.0,0.257903,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.866823684499615,SH000300
2005-07-08,842.62,842.62,827.229,829.489,844.729,722100000.0,3447787083.0,0.006398,1.0,-1.804128,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.774667058579144,SH000300
2005-07-11,837.863,850.658,822.524,824.097,829.489,843900600.0,4092653674.0,0.007456,1.0,-0.650042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.8496868872945464,SH000300
2005-07-12,821.911,854.286,818.863,851.816,824.097,1498987100.0,7519245269.0,0.013244,1.0,3.36356,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.016217463779375,SH000300
2005-07-13,850.469,851.949,841.858,846.231,851.816,939884200.0,4674024437.0,0.008304,1.0,-0.655654,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.972979051036288,SH000300
2005-07-14,844.94,856.095,843.176,849.59,846.231,936196800.0,4742557429.0,0.008272,1.0,0.396937,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.065769749480024,SH000300
2005-07-15,849.873,854.604,837.783,841.001,849.59,888956300.0,4203939701.0,0.007854,1.0,-1.010964,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.729073522511737,SH000300
2005-07-18,839.221,840.005,829.679,832.995,841.001,850000600.0,3767754660.0,0.00751,1.0,-0.951959,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.432649412247474,SH000300
2005-07-19,831.501,840.143,829.277,835.608,832.995,789181800.0,3622924794.0,0.006969,1.0,0.313684,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.590735359076958,SH000300
2005-07-20,835.301,844.712,832.144,842.641,835.608,852647300.0,3953440082.0,0.007503,1.0,0.841665,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.6366652213640975,SH000300
2005-07-21,842.746,843.987,835.757,843.987,842.641,836610100.0,4118496717.0,0.007362,1.0,0.159737,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.9228388672333745,SH000300
2005-07-22,847.541,867.165,842.987,859.693,843.987,2162514094.0,10199001746.0,1.901809,1.0,1.860929,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.716270647344045,SH000300
2005-07-25,858.328,860.951,854.284,856.86,859.693,1181608000.0,5762385031.0,0.010387,1.0,-0.329537,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.876731564952167,SH000300
2005-07-26,856.189,880.034,856.189,876.48,856.86,2182677600.0,10513580671.0,0.019186,1.0,2.289755,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.816827126003401,SH000300
2005-07-27,876.942,894.026,876.036,894.012,876.48,2040953700.0,9688109273.0,0.017923,1.0,2.000279,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.746854018785434,SH000300
2005-07-28,893.879,900.997,888.5,890.885,894.012,2062252700.0,10326374188.0,0.018111,1.0,-0.349773,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.007327272744024,SH000300
2005-07-29,889.41,892.294,883.383,888.164,890.885,1339740600.0,6409062024.0,0.011747,1.0,-0.305428,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.78380816704368,SH000300
2005-08-01,887.718,897.285,885.85,891.607,888.164,1180830900.0,5451576867.0,0.010351,1.0,0.387653,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.616729513938025,SH000300
